date,level,act
2023-04-13 10:15:00,163.43780517578125,buy
2023-04-13 10:30:00,163.2899932861328,buy_clear
2023-04-13 11:00:00,163.3173065185547,sell
2023-04-13 11:15:00,163.42999267578125,sell_clear
